nid,nombres,apellidos,seudonimos,variantes,genero,fecha_nacimiento,fecha_muerte,ano_nacimiento,ano_muerte,lugar_nacimiento,disciplinas,subdisciplinas,fuentes,enlaces_titulo,enlaces_url,notas,obs_tipo,obs_descripcion
8602,Rubén Horacio,Balseiro,,,Hombre,,,1955,,Buenos Aires,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
8603,Ángel,Balzarino,,,Hombre,04/08/1943,,1943,,Santa Fe,Escritura,Escritura: Narrativa|Narrativa,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español,https://es.wikipedia.org/wiki/%C3%81ngel_Balzarino,,ADICIONES,subdisciplinas: Escritura: Narrativa
8604,César,Bandin Ron,,,Hombre,,,1948,,Capital Federal,OBS: Escritura|Escritura|Artes visuales,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,"disciplinas: OBS: Escritura, subdisciplinas: Escritura: Poesía"
,Gabriel,Banez,,,Hombre,,,1951,,Buenos Aires,Escritura,Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
8605,Carlos,Barbarito,,,Hombre,06/02/1955,,1955,,Buenos Aires,Escritura,Poesía|Escritura: Poesía,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
8606,Alicia,Barberis,,,Mujer,,,1957,,Santa Fe,Escritura,Escritura: Narrativa|Narrativa,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa
8607,Enrique,Barbieri,,,Hombre,,,1949,1986,Capital Federal,Escritura,Escritura: Narrativa|Narrativa,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa
8608,Ariel,Barchilón,,,Hombre,,,1957,,San Juan,Escritura,Poesía|Escritura: Dramaturgia|Escritura: Narrativa|Dramaturgia|Narrativa|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Dramaturgia|Escritura: Narrativa|Escritura: Poesía
,OBS: Salvador Walter “Batato”,Barba,,,,,,1961,1991,Buenos Aires,OBS: Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Angélica,OBS: Barle&#39;Ita,,,Mujer,,,1946,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
8612,Marcos Ricardo,Barnatán,,,Hombre,,,1946,,Capital Federal,Escritura,Poesía|Escritura: Narrativa|No ficción|Narrativa|Escritura: Poesía|Escritura: No ficción,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Poesía|Escritura: No ficción
,Jorge,Barón Biza,,,Hombre,,,1942,,Capital Federal,OBS: Escritura,Escritura: Narrativa,,,,,CONFLICTOS,lugar_nacimiento: Capital Federal / Córdoba
8613,Raúl,Baroni,,,Hombre,,,1944,,Capital Federal,Escritura,Escritura: Dramaturgia|Dramaturgia,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Dramaturgia
8614,Gabriel,Barraguirre,,,Hombre,,,1967,,Santa Fe,Escritura,Poesía|Escritura: Narrativa|Narrativa|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Poesía
8615,Andrés,Barral,,,Hombre,,,1941,,Buenos Aires,Escritura,Escritura: Narrativa|No ficción|Escritura: No ficción|Narrativa,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: No ficción
8616,Adriana,Barrandeguy,,,Mujer,,,1946,,Entre Ríos,Escritura,Poesía|Escritura: Traducción|Escritura: Poesía|Traducción,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Traducción|Escritura: Poesía
8617,Sandro,Barrella,,,Hombre,,,1967,,Capital Federal,Escritura,Poesía|Escritura: Poesía,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
8618,María,Barrientos,,,Mujer,,,1959,,Capital Federal,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
8619,Oscar,Barrionuevo,,,Hombre,,,1963,,Tucumán,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
,Raquel,OBS: Barti—Ie,,,Mujer,,,1943,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
8621,Ricardo,Bartís,,,Hombre,,,1949,,Capital Federal,OBS: Artes escénicas|Artes escénicas|Escritura,Escritura: Dramaturgia|Dramaturgia,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,"disciplinas: OBS: Artes escénicas, subdisciplinas: Escritura: Dramaturgia"
,Leopoldo José,Bartolome,,,Hombre,,,1942,,Misiones,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
8623,Adela,Basch,,,Mujer,23/11/1946,,1946,,Capital Federal,Escritura,Escritura: Dramaturgia|Escritura: Narrativa|Dramaturgia|No ficción|Narrativa|Escritura: No ficción,Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español,https://es.wikipedia.org/wiki/Adela_Basch,,ADICIONES,subdisciplinas: Escritura: Dramaturgia|Escritura: Narrativa|Escritura: No ficción
8624,Liliana,Bastons,,,Mujer,,,1954,,Buenos Aires,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
8625,Ana,Basualdo,,,Mujer,,,1945,,Capital Federal,Escritura,Escritura: Narrativa|Periodismo|Narrativa|Escritura: Periodismo,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Periodismo
8626,Carlos,Basualdo,,,Hombre,,,1964,,Santa Fe,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
8627,María Isabel,Basualdo,,,Mujer,,,1952,,Capital Federal,Artes escénicas|Escritura,Poesía|Escritura: Narrativa|Narrativa|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Poesía
,Carlos,OBS: Ba&#39;Itilana,,,Hombre,,,1964,,Corrientes,Escritura,Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Vicente,OBS: Ba&#39;I&#39;I&#39;Ista,,,Hombre,,,1940,,Capital Federal,Artes audiovisuales|Escritura,Escritura: Periodismo|Escritura: Dramaturgia|Artes audiovisuales: Guionista|Escritura: Narrativa,,,,,NUEVO,sin observaciones
8630,Ana Lucía,Bazzurro,,,Mujer,,,1941,,Capital Federal,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
8631,Hugo,Beccacece,,,Hombre,,,1941,,Capital Federal,Escritura,Escritura: Narrativa|Periodismo|No ficción|Escritura: Periodismo|Narrativa|Escritura: No ficción,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: No ficción|Escritura: Periodismo
,Angel,Beccassino,,,Hombre,,,1948,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Periodismo|Escritura: Poesía,,,,,NUEVO,sin observaciones
8633,Ana,Becciu,,,Mujer,,,1948,,Capital Federal,Escritura,Poesía|Escritura: Traducción|Escritura: Poesía|Traducción,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Traducción|Escritura: Poesía
8634,Alfredo,Becerra,,,Hombre,,,1942,,Buenos Aires,OBS: Escritura|Escritura,Escritura: Narrativa|Periodismo|Narrativa|Escritura: Periodismo,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español,https://es.wikipedia.org/wiki/Alfredo_Becerra,,ADICIONES,"disciplinas: OBS: Escritura, subdisciplinas: Escritura: Narrativa|Escritura: Periodismo"
,María Laura,Beheran,,,Mujer,,,1973,,OBS: Prov1Ncia De Buenos Aires,Escritura,Escritura: Poesía|Escritura: Periodismo,,,,,NUEVO,sin observaciones
8636,Gabriela,Bejerman,Gaby Bex,,Mujer,,,1973,,Capital Federal,Música|Escritura,Poesía|Autor de letra|Autor de música|Escritura: Poesía,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español,https://es.wikipedia.org/wiki/Gabriela_Bejerman,,ADICIONES,subdisciplinas: Escritura: Poesía
8637,Alejandro,Bekes,,,Hombre,,,1959,,Santa Fe,Escritura,Poesía|No ficción|Escritura: Poesía|Escritura: No ficción,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía|Escritura: No ficción
8638,Eduardo,Belgrano Rawson,,,Hombre,,,1943,,San Luis,Escritura,Escritura: Narrativa|Periodismo|Narrativa|Otras,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español|Fundación Konex,https://es.wikipedia.org/wiki/Eduardo_Belgrano_Rawson|http://www.fundacionkonex.com.ar/b1644-eduardo_belgrano_rawson,,ADICIONES,subdisciplinas: Escritura: Narrativa
8639,Diana,Bellessi,,,Mujer,,,1946,,Santa Fe,Escritura,Poesía|Escritura: Poesía,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español|Fundación Konex,https://es.wikipedia.org/wiki/Diana_Bellesi|http://www.fundacionkonex.org/b2622-diana_bellessi,,ADICIONES,subdisciplinas: Escritura: Poesía
8640,Bárbara,Belloc,,,Mujer,,,1968,,Capital Federal,Escritura,Poesía|Periodismo|Escritura: Poesía,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
,Araceli,OBS: Belloti&#39;A,,,Mujer,,,1960,,Capital Federal,Artes audiovisuales|Escritura,Artes audiovisuales: Guionista|Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
8642,Ana,Benda,,,Mujer,,,1946,,Capital Federal,Escritura,Periodismo|Narrativa|Escritura: Poesía|Escritura: No ficción,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía|Escritura: No ficción
8643,Manuel Lázaro,Bendersky,,,Hombre,,,1944,,Entre Ríos,Escritura,Poesía|Periodismo|Escritura: Poesía|Escritura: Periodismo,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía|Escritura: Periodismo
8644,Julie,Benesdra,,,Mujer,,,1947,,Capital Federal,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
8645,Salvador,Benesdra,,,Hombre,,,1952,1996,Capital Federal,OBS: Escritura|Escritura,Escritura: Narrativa|Periodismo|Narrativa|Escritura: Periodismo,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,"disciplinas: OBS: Escritura, subdisciplinas: Escritura: Narrativa|Escritura: Periodismo"
,Luis,Benitez,,,Hombre,,,1956,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
8647,Roberto,Benítez,,,Hombre,,,1946,,Capital Federal,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
,Julio,Bepre,,,Hombre,,,1940,,Córdoba,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
8649,Carlos Enrique,Berbeglia,,,Hombre,,,1944,,San Luis,Escritura,Poesía|Escritura: Narrativa|Periodismo|No ficción|Escritura: Poesía|Escritura: No ficción,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Poesía|Escritura: No ficción
,OBS: 0. Augusto,Berengan,,,,,,1949,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Viviana,Bermudez Arceo,,,Mujer,,,1950,,Buenos Aires,Escritura,Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Nini,Bernardello,,,?,,,1940,,Córdoba,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
8653,Carlos,Bernatek,,,Hombre,,,1955,,Buenos Aires,Escritura,Escritura: Narrativa|Narrativa,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español,https://es.wikipedia.org/wiki/Carlos_Bernatek,,ADICIONES,subdisciplinas: Escritura: Narrativa
8654,Gustavo Martín,Bernstein,,,Hombre,,,1966,,Capital Federal,Artes audiovisuales|Escritura|Audiovisual|Artes visuales,Dirección cinematográfica|Artes audiovisuales: Guionista|Escritura: Narrativa|Narrativa|Arquitectura|Artes audiovisuales: Dirección cinematográfica,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,"disciplinas: Artes audiovisuales, subdisciplinas: Artes audiovisuales: Dirección cinematográfica|Artes audiovisuales: Guionista|Escritura: Narrativa"
8655,Héctor,Berra,,,Hombre,,,1946,,Santa Fe,Escritura,Poesía|Escritura: Narrativa|Narrativa|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Poesía
8656,Eduardo,Berti,,,Hombre,,,1964,,Capital Federal,Escritura,Escritura: Narrativa|Periodismo|Narrativa|Escritura: Periodismo,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español,https://es.wikipedia.org/wiki/Eduardo_Berti,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Periodismo
8657,Concepción,Bertone,,,Mujer,,,1947,,Santa Fe,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
8658,Marcelo,Bertuccio,,,Hombre,,,1961,,Capital Federal,OBS: Escritura|Escritura,Escritura: Dramaturgia|Dramaturgia,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,"disciplinas: OBS: Escritura, subdisciplinas: Escritura: Dramaturgia"
8659,Pablo,Bestard,,,Hombre,,,1965,,Córdoba,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
8660,Miguel,Betanzos,,,Hombre,,,1962,,Capital Federal,Escritura,Escritura: Narrativa|Narrativa,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa
8661,Alberto Leonardo,Bialakowsky,,,Hombre,,,1946,,Capital Federal,Escritura,No ficción|Escritura: No ficción,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: No ficción
8662,Hebe,Bianchi De Zeballos|Bianchi de Zeballos,,,Mujer,,,1940,,Santa Fe,Escritura,Escritura: Narrativa|Narrativa,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,"apellidos: Bianchi De Zeballos, subdisciplinas: Escritura: Narrativa"
8663,Rafael,Bielsa,,,Hombre,,,1953,,Santa Fe,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
8664,Diego,Bigongiari,,,Hombre,,,1956,,Capital Federal,OBS: Escritura|Escritura,Poesía|Escritura: Narrativa|Escritura: Traducción|Narrativa|Traducción|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,"disciplinas: OBS: Escritura, subdisciplinas: Escritura: Narrativa|Escritura: Traducción|Escritura: Poesía"
8665,Susana Muñoz De|Susana,Muñoz de Bilbao|Bilbao,,,Mujer,,,1945,,Entre Ríos,Escritura,Escritura: Narrativa|Narrativa,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,"nombres: Susana Muñoz De, apellidos: Bilbao, subdisciplinas: Escritura: Narrativa"
,Poldy,Bird,,,?,,,1941,,Entre Ríos,Escritura,Escritura: Narrativa,,,,,CONFLICTOS,genero: ? / Mujer
,Marcelo Javier,Birmaier,,,Hombre,,,1966,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Historietista|Escritura: Periodismo,,,,,NUEVO,sin observaciones
8668,César,Bisso,,,Hombre,,,1952,,Santa Fe,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
8669,Sergio,Bizzio,,,Hombre,,,1956,,Buenos Aires,Música|Escritura|Audiovisual,Dirección cinematográfica|Poesía|Escritura: Dramaturgia|Escritura: Narrativa|Dramaturgia|Narrativa|Escritura: Poesía,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,Internet Movie Database|Wikipedia en español,http://www.imdb.com/name/nm0084244/|https://es.wikipedia.org/wiki/Sergio_Bizzio,,ADICIONES,subdisciplinas: Escritura: Dramaturgia|Escritura: Narrativa|Escritura: Poesía
8670,Enrique,Blanchard,,,Hombre,,,1944,,Capital Federal,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
8671,Eduardo,Blaustein,,,Hombre,,,1957,,Capital Federal,Escritura,Escritura: Narrativa|Periodismo|Narrativa|Escritura: Periodismo,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Periodismo
8672,Jorge,Boccanera,,,Hombre,,,1952,,Buenos Aires,Escritura,Poesía|Escritura: Dramaturgia|Dramaturgia|No ficción|Escritura: Poesía|Escritura: No ficción,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español,https://es.wikipedia.org/wiki/Jorge_Boccanera,,ADICIONES,subdisciplinas: Escritura: Dramaturgia|Escritura: Poesía|Escritura: No ficción
8673,Alberto,Boco,,,Hombre,,,1949,,Capital Federal,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
8674,María Inés,Bogomolny,,,Mujer,,,1944,,Capital Federal,OBS: Escritura|Escritura,Escritura: Narrativa|No ficción|Escritura: No ficción|Narrativa,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,"disciplinas: OBS: Escritura, subdisciplinas: Escritura: Narrativa|Escritura: No ficción"
8675,Guillermo,Boido,,,Hombre,,,1941,,Capital Federal,Escritura,Poesía|No ficción|Escritura: Poesía|Escritura: No ficción,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía|Escritura: No ficción
