"nid","nombres","apellidos","seudonimos","variantes","genero","fecha_nacimiento","fecha_muerte","ano_nacimiento","ano_muerte","lugar_nacimiento","disciplinas","subdisciplinas","fuentes","enlaces_titulo","enlaces_url","notas"
"9685","Octavio","Getino","","","Hombre","06/08/1935","01/10/2012","1935","2012","España","Escritura|Audiovisual","Guionista|Dirección cinematográfica|No ficción|Narrativa","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Octavio_Getino|http://www.imdb.com/name/nm0315222/|http://www.cinenacional.com/persona/octavio-getino",""
"9203","Juan Carlos","Ghiano","","","Hombre","27/11/1920","06/09/1990","1920","1990","Entre Ríos","Escritura","Dramaturgia|No ficción|Narrativa|Poesía","Diccionario de autores latinoamericanos. 2001|Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Fundación Konex","http://www.fundacionkonex.com.ar/b1140-juan_carlos_ghiano",""
"9557","Mempo","Giardinelli","","","Hombre","02/08/1947","","1947","","Chaco","Escritura","No ficción|Narrativa|Periodismo","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999","Wikipedia en español","https://es.wikipedia.org/wiki/Mempo_Giardinelli",""
"9558","Regina Elena","Gibaja","","","Mujer","12/12/1927","23/07/1997","1927","1997","Argentina","Escritura","No ficción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9559","Fernando","Gilardi","","","Hombre","","","1899","1968","Capital Federal","Escritura","Narrativa|Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9560","Abel","Gilbert","","","Hombre","","","1960","","Capital Federal","Escritura|Música","Narrativa|Periodismo|Autor de música","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9561","Carlos E.","Gili","","","Hombre","","","1938","","Córdoba","Escritura","No ficción|Narrativa|Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9129","Ángel M.","Giménez","","","Hombre","","","1878","1941","Buenos Aires","Escritura","No ficción","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"9562","Martha","Giménez Pastor","","","Mujer","23/12/1923","16/02/2002","1923","2002","La Pampa","Escritura","Dramaturgia|Narrativa|Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Marta_Gim%C3%A9nez_Pastor",""
"9130","Arturo","Giménez Pastor","","","Hombre","","","1872","1949","Buenos Aires","Escritura","Narrativa|Periodismo","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"9686","Juan","Ginés Muñoz Di Giorgi","","","Hombre","","","","","Argentina","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Internet Movie Database (IMDb)|Cine Nacional","http://www.imdb.com/name/nm1729112/|http://www.cinenacional.com/persona/juan-gines-munoz-di-giorgi",""
"9563","Sergio","Gioacchini","","","Hombre","","","1963","","Santa Fe","Escritura","Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9564","Carlos Rafael","Giordano","","","Hombre","","","1930","2005","Buenos Aires","Escritura","Poesía|Traducción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9565","Héctor Alberto","Giordano","","","Hombre","","","1959","","Santa Fe","Escritura","No ficción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9131","Jorge A.","Giovanelli","","","Hombre","","","1887","1976","Buenos Aires","Escritura","No ficción","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"9204","Oliverio","Girondo","","","Hombre","17/08/1891","24/01/1967","1891","1967","Capital Federal","Escritura","Poesía","Diccionario de autores latinoamericanos. 2001|Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Oliverio_Girondo",""
"9205","Alberto","Girri","","","Hombre","27/11/1919","16/11/1991","1919","1991","Capital Federal","Escritura","Periodismo|Poesía|Traducción","Diccionario de autores latinoamericanos. 2001|Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Alberto_Girri",""
"9566","Gloria","Gitaroff","","","Mujer","","","1936","","Capital Federal","Escritura","Narrativa","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9132","Rogelio","Giudice","","","Hombre","","","1890","1946","Buenos Aires","Escritura","Dramaturgia|Periodismo","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"9567","Pablo","Giussani","","","Hombre","","","1928","1991","Bolivia","Escritura","No ficción|Periodismo","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9206","Roberto Fernando","Giusti","El hombre de la calle|Nahuinca|Roberto Eynhardt","","Hombre","10/03/1887","","1887","1976","Capital Federal","Escritura","No ficción|Periodismo","Diccionario de autores latinoamericanos. 2001","Wikipedia en español","https://es.wikipedia.org/wiki/Roberto_Giusti","{diferencia}{web=Wikipedia}{3}{1978}"
"9687","Raymundo","Gleyzer","","","Hombre","25/09/1941","","1941","","Capital Federal","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)","https://es.wikipedia.org/wiki/Raymundo_Gleyzer|http://www.imdb.com/name/nm0322738/","Raymundo Gleyzer fue secuestrado por la dictadura militar el 27/05/1976. Continúa desaparecido."
"9568","Nora","Glikman","","","Mujer","","","1945","","La Pampa","Escritura","Dramaturgia|No ficción|Narrativa|Traducción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9569","José","Gobello","","","Hombre","26/09/1919","28/10/2013","1919","2013","Buenos Aires","Escritura","No ficción|Narrativa|Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Jos%C3%A9_Gobello",""
"9570","Hugo","Gola","","","Hombre","27/10/1927","04/07/2015","1927","2015","Santa Fe","Escritura","Poesía|Traducción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Fundación Konex","http://www.fundacionkonex.com.ar/b2613-hugo_gola",""
"9571","Ernesto","Goldar","","","Hombre","","18/07/2011","1940","2011","Capital Federal","Escritura","No ficción|Narrativa|Periodismo","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9572","Mauricio","Goldberg","","","Hombre","","","1950","","Capital Federal","Escritura","Narrativa","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9573","Eduardo","Goligorsky","","","Hombre","30/03/1931","","1931","","Capital Federal","Escritura","No ficción|Narrativa|Periodismo|Traducción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Eduardo_Goligorsky",""
"9574","Mario Gerardo","Goloboff","","","Hombre","","","1939","","Buenos Aires","Escritura","No ficción|Narrativa","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Mario_Goloboff",""
"9575","Diego Andrés","Golombek","","","Hombre","22/11/1964","","1964","","Capital Federal","Escritura","No ficción|Periodismo","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Diego_Golombek",""
"9576","Joaquín","Gómez Bas","","","Hombre","26/05/1907","","1907","1984","España","Escritura|Artes visuales","Pintura|Narrativa|Otras","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Joaqu%C3%ADn_G%C3%B3mez_Bas",""
"9133","Antonio","Gómez Langenheim","","","Hombre","","","1871","","Buenos Aires","Escritura","No ficción","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"9134","Eduardo","Gómez Langenheim","","","Hombre","","","1863","1947","Buenos Aires","Escritura|Música|Artes visuales","Pintura|Periodismo|Poesía|Autor de letra","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"9577","Román","Gómez Macía","","Ramón Gómez Macía","Hombre","","","1903","1944","Capital Federal","Escritura","Dramaturgia|Otras","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español|Cine Nacional|Internet Movie Database","https://es.wikipedia.org/wiki/Ram%C3%B3n_G%C3%B3mez_Mas%C3%ADa|http://www.cinenacional.com/persona/ramon-gomez-macia|http://www.imdb.com/name/nm0350937/",""
"9135","Luis Roque","Gondra","","","Hombre","","","1881","1946","Buenos Aires","Escritura","No ficción","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"9578","Horacio","González","","","Hombre","","","1944","","Capital Federal","Escritura","No ficción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Horacio_Gonz%C3%A1lez",""
"9579","Oscar","González","","","Hombre","","","1941","","Capital Federal","Escritura","Narrativa|Periodismo|Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9208","Joaquín Víctor","González","","","Hombre","06/03/1863","21/12/1923","1863","1923","La Rioja","Escritura","No ficción|Narrativa|Traducción|Otras","Diccionario de autores latinoamericanos. 2001","Wikipedia en español","https://es.wikipedia.org/wiki/Joaqu%C3%ADn_V%C3%ADctor_Gonz%C3%A1lez",""
"9136","Elina","González Acha de Correa Morales","","","Mujer","20/01/1861","13/08/1942","1861","1942","Buenos Aires","Escritura|Artes visuales","Pintura|No ficción","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","Wikipedia","https://en.wikipedia.org/wiki/Elina_Gonz%C3%A1lez_Acha_de_Correa_Morales",""
"9580","Bernardo","González Arrili","","","Hombre","18/10/1892","30/07/1987","1892","1987","Capital Federal","Escritura","No ficción|Periodismo","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Bernardo_Gonz%C3%A1lez_Arrili",""
"9209","Eduardo","González Lanuza","","","Hombre","","","1900","1984","España","Escritura","Dramaturgia|No ficción|Poesía","Diccionario de autores latinoamericanos. 2001|Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Eduardo_Gonz%C3%A1lez_Lanuza",""
"9137","Octavio","González Roura","","","Hombre","","","1896","","Buenos Aires","Escritura","No ficción|Periodismo","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"9210","Raúl","González Tuñón","","","Hombre","29/03/1905","14/08/1974","1905","1974","Capital Federal","Escritura","Crónica|No ficción|Periodismo|Poesía","Diccionario de autores latinoamericanos. 2001|Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Ra%C3%BAl_Gonz%C3%A1lez_Tu%C3%B1%C3%B3n",""
"9211","Enrique","González Tuñón","","","Hombre","10/03/1901","09/05/1943","1901","1943","Capital Federal","Escritura","Crónica|Narrativa|Periodismo","Diccionario de autores latinoamericanos. 2001|Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Enrique_Gonz%C3%A1lez_Tu%C3%B1%C3%B3n",""
"9581","Adrián","Gorelik","","","Hombre","","","1957","","Buenos Aires","Escritura|Artes visuales","Arquitectura|No ficción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Adri%C3%A1n_Gorelik",""
"9212","Carlos","Gorostiza","","","Hombre","07/06/1920","","1920","","Capital Federal","Escritura|Artes escénicas|Audiovisual","Dramaturgia|Narrativa","Diccionario de autores latinoamericanos. 2001|Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español|Fundación Konex","https://es.wikipedia.org/wiki/Carlos_Gorostiza|http://www.fundacionkonex.com.ar/b1807-carlos_gorostiza",""
"9213","Juana Manuela","Gorriti","","","Mujer","15/07/1818","","1818","1892","Salta","Escritura","Narrativa|Periodismo","Diccionario de autores latinoamericanos. 2001|Narradoras argentinas (1852-1932). 1995","Wikipedia en español","https://es.wikipedia.org/wiki/Juana_Manuela_Gorriti","{diferencia}{web=Wikipedia}{3}{1896}|{diferencia}{libro=570}{2}{1816}"
"9138","Pedro","Goyena","","","Hombre","24/07/1843","17/05/1892","1843","1893","Buenos Aires","Escritura","No ficción|Periodismo","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","Wikipedia en español","https://es.wikipedia.org/wiki/Pedro_Goyena",""
"9139","Nicolás","Granada","","","Hombre","","","1840","1915","Buenos Aires","Escritura","Dramaturgia|Periodismo|Poesía","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"9584","María","Granata","","","Mujer","03/09/1923","","1923","","Capital Federal","Escritura","Narrativa|Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Mar%C3%ADa_Granata",""
"9408","Enrique","Grande","Juan Carlos Ferrari","","Hombre","01/10/1917","30/05/1993","1917","1993","Capital Federal","Escritura","Dramaturgia","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Juan_Carlos_Ferrari",""
"9140","Emilio N.","Grau","","","Hombre","","","1875","1972","Buenos Aires","Escritura","No ficción","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"9585","Luis","Gregorich","","","Hombre","03/08/1938","","1938","","Croacia","Escritura","Narrativa|Periodismo|Traducción|Otras","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Fundación Konex","http://www.fundacionkonex.com.ar/b908-luis_gregorich",""
"9586","Carlos F.","Grieben","","","Hombre","","","1921","1972","Buenos Aires","Escritura","No ficción|Poesía|Traducción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9141","Cecilia ","Grierson","","","Mujer","22/11/1859","10/04/1934","1859","1934","Buenos Aires","Escritura","No ficción","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","Wikipedia en español","https://es.wikipedia.org/wiki/Cecilia_Grierson",""
"9587","Santiago","Grimani","J. B. Marais","","Hombre","28/01/1925","05/03/1988","1925","1988","Italia","Escritura","Narrativa","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Santiago_Grimani",""
"9588","Adela","Grondona","","","Mujer","","","1912","1995","Capital Federal","Escritura","No ficción|Narrativa","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
